SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,LATITUDE,LONGITUDE
PAST SALE,October-7-2019,Condo/Co-op,2011 N Highway 17 Unit 1500-G,Mount Pleasant,SC,29466,135000,1,1,The Meridian,740,,1993,363,182,256,Sold,http://www.redfin.com/SC/Mt-Pleasant/2011-N-Hwy-17-29466/unit-1500G/home/108082386,Charleston Trident MLS,19017200,32.8342818,-79.8219704
PAST SALE,October-4-2019,Condo/Co-op,2011 N Highway 17 Unit 1800c,Mount Pleasant,SC,29466,116000,1,1,The Meridian,740,,1993,366,157,256,Sold,http://www.redfin.com/SC/Mt-Pleasant/2011-N-Hwy-17-29466/unit-1800C/home/108187026,Charleston Trident MLS,19018007,32.8342818,-79.8219704
PAST SALE,July-15-2020,Condo/Co-op,2011 N Highway 17 Unit 1100 T,Mount Pleasant,SC,29466,135000,1,1,The Meridian,740,,1993,81,182,256,Sold,http://www.redfin.com/SC/Mt-Pleasant/2011-N-Hwy-17-29466/unit-1100T/home/108050569,Charleston Trident MLS,20015375,32.8342818,-79.8219704
PAST SALE,March-8-2019,Condo/Co-op,2011 N Highway 17 Unit 1100s,Mount Pleasant,SC,29466,147000,1,1,The Meridian,740,,1993,576,199,250,Sold,http://www.redfin.com/SC/Mt-Pleasant/2011-N-Hwy-17-29466/unit-1100S/home/108096776,Charleston Trident MLS,18031267,32.8342818,-79.8219704
PAST SALE,April-30-2019,Condo/Co-op,2011 N Highway 17 Unit 1300g,Mount Pleasant,SC,29466,131800,1,1,The Meridian,740,,1993,523,178,256,Sold,http://www.redfin.com/SC/Mt-Pleasant/2011-N-Hwy-17-29466/unit-1300G/home/108170826,Charleston Trident MLS,19008325,32.8342818,-79.8219704
PAST SALE,,Condo/Co-op,1300 W Park Blvd #904,Mt Pleasant,SC,29466,148000,1,1,,704,,2000,,210,,,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-904/home/68684165,,,32.8799355,-79.7804604
PAST SALE,May-13-2019,Condo/Co-op,1300 Park West Blvd #1019,Mount Pleasant,SC,29466,152645,1,1,Park West,704,,2000,510,217,201,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-1019/home/108080796,Charleston Trident MLS,19010176,32.8799355,-79.7804604
PAST SALE,August-21-2020,Condo/Co-op,1300 Park West Blvd #1010,Mount Pleasant,SC,29466,180000,1,1,Park West,704,,2000,44,256,230,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-1010/home/68813196,Charleston Trident MLS,20018622,32.8799355,-79.7804604
PAST SALE,July-23-2020,Condo/Co-op,1300 Park West Blvd #1008,Mount Pleasant,SC,29466,158000,1,1,Park West,707,,2000,73,223,225,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-1008/home/102795533,Charleston Trident MLS,20006099,32.8799355,-79.7804604
PAST SALE,July-14-2020,Condo/Co-op,2011 N Highway 17 Unit 1600p,Mount Pleasant,SC,29466,120000,1,1,The Meridian,740,,1993,82,162,256,Sold,http://www.redfin.com/SC/Mt-Pleasant/2011-N-Hwy-17-29466/unit-1600P/home/108078879,Charleston Trident MLS,20014556,32.8342818,-79.8219704
PAST SALE,August-28-2020,Condo/Co-op,1201 Basildon Rd,Mount Pleasant,SC,29466,143000,1,1,Park West,662,,2006,37,216,207,Sold,http://www.redfin.com/SC/Mt-Pleasant/1201-Basildon-Rd-29466/unit-1201/home/68663176,Charleston Trident MLS,20020504,32.8934726,-79.7995703
PAST SALE,July-15-2019,Condo/Co-op,1300 Park West Blvd #201,Mount Pleasant,SC,29466,132500,1,1,Park West,704,,2000,447,188,206,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-201/home/68907074,Charleston Trident MLS,19010567,32.8800332,-79.7802877
PAST SALE,November-5-2019,Condo/Co-op,1300 Park West Blvd #918,Mount Pleasant,SC,29466,162500,1,1,Park West,704,,2000,334,231,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-918/home/108083363,Charleston Trident MLS,18029957,32.8799355,-79.7804604
PAST SALE,,Condo/Co-op,623 Legends Club Dr,Mt Pleasant,SC,29466,140000,1,1,,743,,2000,,188,,,http://www.redfin.com/SC/Mt-Pleasant/623-Legends-Club-Dr-29466/home/108186250,,,32.875628,-79.767669
PAST SALE,September-13-2019,Condo/Co-op,1300 Park West Blvd #218,Mount Pleasant,SC,29466,149900,1,1,Park West,704,,2000,387,213,206,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-218/home/108126447,Charleston Trident MLS,19020180,32.8800332,-79.7802877
PAST SALE,December-20-2019,Condo/Co-op,1300 Park West Blvd #519,Mount Pleasant,SC,29466,136000,1,1,Park West,704,,2000,289,193,206,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-519/home/108039351,Charleston Trident MLS,19025052,32.8799355,-79.7804604
PAST SALE,,Condo/Co-op,1300 W Park Blvd #1002,Mt Pleasant,SC,29466,138000,1,1,,704,,2000,,196,,,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-1002/home/108140567,,,32.8799355,-79.7804604
PAST SALE,,Condo/Co-op,2011 N Hwy 17 Unit 1400J,Mt Pleasant,SC,29466,134500,1,1,,591,,1993,,228,,,http://www.redfin.com/SC/Mt-Pleasant/2011-N-Hwy-17-29466/unit-1400J/home/108131081,,,32.8342818,-79.8219704
PAST SALE,June-28-2019,Condo/Co-op,2011 N Highway 17 Unit 1100d,Mount Pleasant,SC,29466,155423,1,1,The Meridian,740,,1993,464,210,266,Sold,http://www.redfin.com/SC/Mt-Pleasant/2011-N-Hwy-17-29466/unit-1100D/home/108186750,Charleston Trident MLS,19011368,32.8342818,-79.8219704
PAST SALE,,Condo/Co-op,716 Legends Club Dr,Mt Pleasant,SC,29466,146000,1,1,,658,,2000,,222,,,http://www.redfin.com/SC/Mt-Pleasant/716-Legends-Club-Dr-29466/home/108169918,,,32.876035,-79.767112
PAST SALE,September-2-2020,Condo/Co-op,1601 Basildon Rd,Mount Pleasant,SC,29466,162000,1,1,Park West,662,,2006,32,245,208,Sold,http://www.redfin.com/SC/Mount-Pleasant/1601-Basildon-RD-29464/home/171632722,Charleston Trident MLS,20001418,32.8234848,-79.8520818
PAST SALE,June-16-2020,Condo/Co-op,1501 Ben Sawyer Blvd #1521,Mount Pleasant,SC,29464,145000,1,1,Marsh Grass Condominiums,670,,1975,110,216,285,Sold,http://www.redfin.com/SC/Mt-Pleasant/1501-Ben-Sawyer-Blvd-29464/unit-1521/home/108039511,Charleston Trident MLS,20006572,32.7897761,-79.8525026
PAST SALE,,Condo/Co-op,2011 N Hwy 17 Unit 1500C,Mt Pleasant,SC,29466,154000,1,1,,740,,1993,,208,,,http://www.redfin.com/SC/Mt-Pleasant/2011-N-Hwy-17-29466/unit-1500C/home/68660737,,,32.8342818,-79.8219704
PAST SALE,September-4-2020,Condo/Co-op,1300 Park West Blvd #1013,Mount Pleasant,SC,29466,160000,1,1,Park West,704,,2000,30,227,212,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-1013/home/68908528,Charleston Trident MLS,20005943,32.8799355,-79.7804604
PAST SALE,February-27-2019,Condo/Co-op,1300 Park West Blvd #1015,Mount Pleasant,SC,29466,142000,1,1,Park West,704,435,2000,585,202,250,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-1015/home/105201329,Charleston Trident MLS,19001374,32.8799355,-79.7804604
PAST SALE,August-5-2019,Condo/Co-op,1600 Long Grove Dr #822,Mount Pleasant,SC,29464,147000,1,1,Seaside Farms,786,,1999,426,187,197,Sold,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-822/home/68814052,Charleston Trident MLS,19010910,32.818582,-79.8132249
PAST SALE,June-24-2019,Condo/Co-op,1713 Chatelain Way,Mount Pleasant,SC,29464,183500,1,1,Southampton Pointe,767,,1999,468,239,257,Sold,http://www.redfin.com/SC/Mt-Pleasant/1713-Chatelain-Way-29464/unit-1713/home/68598467,Charleston Trident MLS,19013686,32.8231202,-79.844903
PAST SALE,November-15-2019,Condo/Co-op,1114 Rosewood Ln Ln,Mount Pleasant,SC,29464,198000,1,1,Southampton Pointe,767,,1999,324,258,305,Sold,http://www.redfin.com/SC/Mt-Pleasant/1114-Rosewood-Ln-29464/unit-1114/home/68697840,Charleston Trident MLS,19027588,32.822599,-79.8463264
PAST SALE,February-14-2019,Condo/Co-op,1932 Chatelain Way,Mount Pleasant,SC,29464,187500,1,1,Southampton Pointe,866,,1999,598,217,265,Sold,http://www.redfin.com/SC/Mt-Pleasant/1932-Chatelain-Way-29464/unit-1932/home/68598465,Charleston Trident MLS,19001018,32.8232096,-79.8450525
PAST SALE,,Townhouse,1049 Provincial Cir Unit B,Mt Pleasant,SC,29464,182500,1,1,,828,1250,1987,,220,,,http://www.redfin.com/SC/Mt-Pleasant/1049-Provincial-Cir-29464/unit-B/home/108109621,,,32.798084,-79.888283
PAST SALE,,Condo/Co-op,1600 Long Grove Dr #1718,Mt Pleasant,SC,29464,153000,1,1,,786,,1999,,195,,,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-1718/home/108042199,,,32.818582,-79.8132249
PAST SALE,March-17-2020,Condo/Co-op,1300 Park Blvd W #302,Mount Pleasant,SC,29466,141500,1,1,Park West,777,,2000,201,182,231,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-302/home/102795517,Charleston Trident MLS,20002853,32.8799355,-79.7804604
PAST SALE,March-29-2019,Condo/Co-op,1300 Park Blvd W #710,Mount Pleasant,SC,29466,137500,1,1,Park West,777,,2000,555,177,225,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-710/home/108171752,Charleston Trident MLS,19004040,32.8799355,-79.7804604
PAST SALE,,Condo/Co-op,1016 Basildon Rd #1016,Mt Pleasant,SC,29466,160000,1,1,,844,,2006,,190,,,http://www.redfin.com/SC/Mt-Pleasant/1016-Basildon-Rd-29466/unit-1016/home/68903223,,,32.8934716,-79.7980088
PAST SALE,November-5-2018,Condo/Co-op,1600 Long Grove Dr #1012,Mount Pleasant,SC,29464,139500,1,1,Long Grove,786,,1999,699,177,197,Sold,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-1012/home/108078825,Charleston Trident MLS,18015750,32.818582,-79.8132249
PAST SALE,,Condo/Co-op,278 Alexandra Dr #8,Mt Pleasant,SC,29464,181000,1,1,,825,,1986,,219,,,http://www.redfin.com/SC/Mt-Pleasant/278-Alexandra-Dr-29464/unit-8/home/68869065,,,32.8052994,-79.894999
PAST SALE,February-27-2020,Condo/Co-op,1600 Long Grove Dr #322,Mount Pleasant,SC,29464,135000,1,1,Long Grove,786,,1999,220,172,197,Sold,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-322/home/108077803,Charleston Trident MLS,20000473,32.8185655,-79.8132151
PAST SALE,,Condo/Co-op,1300 W Park Blvd #408,Mt Pleasant,SC,29466,123000,1,1,,777,,2000,,158,,,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-408/home/68935618,,,32.8800332,-79.7802877
PAST SALE,July-23-2020,Condo/Co-op,1531 Rosewood Ln #1531,Mount Pleasant,SC,29464,200000,1,1,Southampton Pointe,866,,1999,73,231,292,Sold,http://www.redfin.com/SC/Mt-Pleasant/1531-Rosewood-Ln-29464/unit-1531/home/108050480,Charleston Trident MLS,20012665,32.822897,-79.846023
PAST SALE,September-30-2020,Condo/Co-op,2122 Chatelain Way #2122,Mount Pleasant,SC,29464,165000,1,1,Southampton Pointe,767,,1999,4,215,292,Sold,http://www.redfin.com/SC/Mt-Pleasant/2122-Chatelain-Way-29464/unit-2122/home/172646555,Charleston Trident MLS,20021235,32.8229679,-79.8461745
PAST SALE,August-14-2020,Condo/Co-op,1300 Park West Blvd #802,Mount Pleasant,SC,29466,163000,1,1,Park West,777,,2000,51,210,231,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-802/home/108171509,Charleston Trident MLS,20011076,32.8799355,-79.7804604
PAST SALE,May-10-2019,Condo/Co-op,2231 Chatelain Way,Mount Pleasant,SC,29464,199000,1,1,Southampton Pointe,866,,1999,513,230,265,Sold,http://www.redfin.com/SC/Mt-Pleasant/2231-Chatelain-Way-29464/unit-2231/home/68596326,Charleston Trident MLS,19010997,32.822885,-79.846029
PAST SALE,,Condo/Co-op,1600 Long Grove Dr #722,Mt Pleasant,SC,29464,123000,1,1,,786,,1999,,156,,,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-722/home/108168311,,,32.8185655,-79.8132151
PAST SALE,February-15-2019,Condo/Co-op,1600 Long Grove Dr #1112,Mount Pleasant,SC,29464,133000,1,1,Long Grove at Seaside Farms,786,,1999,597,169,197,Sold,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-1112/home/87092562,Charleston Trident MLS,18027714,32.818582,-79.8132249
PAST SALE,August-31-2020,Condo/Co-op,1124 Basildon Rd,Mount Pleasant,SC,29466,162000,1,1,Park West,844,,2006,34,192,215,Sold,http://www.redfin.com/SC/Mt-Pleasant/1124-Basildon-Rd-29466/unit-1124/home/68927318,Charleston Trident MLS,20018788,32.893184,-79.798603
PAST SALE,March-30-2020,Condo/Co-op,278 Alexandra Dr #4,Mount Pleasant,SC,29464,170000,1,1,East Bridge Town Lofts,825,,1986,188,206,287,Sold,http://www.redfin.com/SC/Mt-Pleasant/278-Alexandra-Dr-29464/unit-4/home/68596462,Charleston Trident MLS,19032944,32.8052994,-79.894999
PAST SALE,,Condo/Co-op,269 Alexandra Dr #4,Mt Pleasant,SC,29464,174000,1,1,,825,,1986,,211,,,http://www.redfin.com/SC/Mt-Pleasant/269-Alexandra-Dr-29464/unit-4/home/108177862,,,32.8061898,-79.8968446
PAST SALE,May-2-2019,Condo/Co-op,1481 Center St St #1705,Mount Pleasant,SC,29464,208500,1,1,Bay Club Sea Lofts,800,,1987,521,261,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-1705/home/108143416,Charleston Trident MLS,18033535,32.7912567,-79.8495286
PAST SALE,December-27-2019,Condo/Co-op,275 Alexandra Dr #5,Mount Pleasant,SC,29464,193000,1,1,East Bridge Town Lofts,825,,1986,282,234,286,Sold,http://www.redfin.com/SC/Mt-Pleasant/275-Alexandra-Dr-29464/unit-5/home/68596952,Charleston Trident MLS,19031508,32.80616,-79.8967352
PAST SALE,December-4-2018,Condo/Co-op,1481 Center St #203,Mount Pleasant,SC,29464,175000,1,1,Bay Club,800,,1987,670,219,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-203/home/108143295,Charleston Trident MLS,18029588,32.7912567,-79.8495286
PAST SALE,September-24-2020,Condo/Co-op,1621 Chatelain Way,Mount Pleasant,SC,29464,180000,1,1,Southampton Pointe,767,,1999,10,235,292,Sold,http://www.redfin.com/SC/Mt-Pleasant/1621-Chatelain-Way-29464/unit-1621/home/68598466,Charleston Trident MLS,20021914,32.822885,-79.846029
PAST SALE,August-21-2020,Condo/Co-op,1924 Chatelain Way,Mount Pleasant,SC,29464,172500,1,1,Southampton Pointe,767,,1999,44,225,265,Sold,http://www.redfin.com/SC/Mt-Pleasant/1924-Chatelain-Way-29464/home/68596863,Charleston Trident MLS,20008320,32.8228969,-79.8460232
PAST SALE,July-10-2020,Condo/Co-op,1300 Park West Blvd #306,Mount Pleasant,SC,29466,145000,1,1,Park West,777,,2000,86,187,231,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-306/home/108080764,Charleston Trident MLS,20012854,32.8799355,-79.7804604
PAST SALE,October-15-2018,Condo/Co-op,1300 Park West Blvd #121,Mount Pleasant,SC,29466,134000,1,1,Park West,777,,2000,720,172,216,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-121/home/108077993,Charleston Trident MLS,18023642,32.8799355,-79.7804604
PAST SALE,September-22-2020,Condo/Co-op,1508 Basildon Rd,Mount Pleasant,SC,29466,160000,1,1,Park West,844,,2006,12,190,212,Sold,http://www.redfin.com/SC/Mt-Pleasant/1508-Basildon-Rd-29466/unit-1508/home/87095661,Charleston Trident MLS,20018508,32.892426,-79.798265
PAST SALE,March-27-2019,Condo/Co-op,278 Alexandra Dr #11,Mount Pleasant,SC,29464,175000,1,1,East Bridge Town Lofts,825,,1986,557,212,286,Sold,http://www.redfin.com/SC/Mt-Pleasant/278-Alexandra-Dr-29464/unit-11/home/68596684,Charleston Trident MLS,19009790,32.8052994,-79.894999
PAST SALE,,Condo/Co-op,1600 Long Grove Dr #1418,Mt Pleasant,SC,29464,144500,1,1,,786,,1999,,184,,,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-1418/home/108186082,,,32.818582,-79.8132249
PAST SALE,June-2-2020,Condo/Co-op,1481 Center St #1104,Mount Pleasant,SC,29464,189000,1,1,Bay Club,800,,1987,124,236,300,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-1104/home/101646991,Charleston Trident MLS,20008545,32.7912567,-79.8495286
PAST SALE,November-30-2018,Condo/Co-op,1481 Center St #1706,Mount Pleasant,SC,29464,190000,1,1,Bay Club,800,,1987,674,238,250,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-1706/home/108143428,Charleston Trident MLS,18024232,32.7912567,-79.8495286
PAST SALE,September-30-2019,Condo/Co-op,2500 Beaucastel Rd #2323,Mount Pleasant,SC,29464,180000,1,1,Southampton Pointe,767,,1999,370,235,291,Sold,http://www.redfin.com/SC/Mt-Pleasant/2500-Beaucastel-Rd-29464/unit-2323/home/108077956,Charleston Trident MLS,19005129,32.8228969,-79.8460232
PAST SALE,February-8-2019,Condo/Co-op,1481 Center St #208,Mount Pleasant,SC,29464,205000,1,1,Bay Club Sea Lofts,800,,1987,604,256,230,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-208/home/108169205,Charleston Trident MLS,18032829,32.7912567,-79.8495286
PAST SALE,September-6-2019,Condo/Co-op,1481 Center St #1308,Mount Pleasant,SC,29464,221000,1,1,Bay Club Sea Lofts,800,,1987,394,276,249,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-1308/home/108120856,Charleston Trident MLS,19008995,32.7912567,-79.8495286
PAST SALE,August-30-2019,Condo/Co-op,275 Alexandra Dr #4,Mount Pleasant,SC,29464,174000,1,1,East Bridge Town Lofts,825,,1986,401,211,286,Sold,http://www.redfin.com/SC/Mt-Pleasant/275-Alexandra-Dr-29464/unit-4/home/68596956,Charleston Trident MLS,19008830,32.80616,-79.896735
PAST SALE,June-15-2020,Condo/Co-op,278 Alexandra Dr #7,Mount Pleasant,SC,29464,181000,1,1,East Bridge Town Lofts,825,,1986,111,219,285,Sold,http://www.redfin.com/SC/Mt-Pleasant/278-Alexandra-Dr-29464/unit-7/home/68902533,Charleston Trident MLS,20001288,32.8052994,-79.894999
PAST SALE,January-3-2020,Condo/Co-op,1600 Long Grove Dr #1322,Mount Pleasant,SC,29464,149000,1,1,Long Grove,860,,1999,275,173,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-1322/home/108186830,Charleston Trident MLS,20000261,32.818582,-79.8132249
PAST SALE,March-23-2020,Condo/Co-op,1600 Long Grove Dr #912,Mount Pleasant,SC,29464,150000,1,1,Long Grove at Seaside Farms,786,,1999,195,191,197,Sold,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-912/home/68555651,Charleston Trident MLS,20001619,32.818582,-79.8132249
PAST SALE,June-10-2020,Condo/Co-op,1600 Long Grove Dr #1312,Mount Pleasant,SC,29464,180000,1,1,Long Grove,786,3484,1999,116,229,198,Sold,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-1312/home/108151551,Charleston Trident MLS,20009594,32.818582,-79.8132249
PAST SALE,November-2-2018,Condo/Co-op,1300 Park West Blvd #808,Mount Pleasant,SC,29466,170000,1,1,Park West,777,4356,2000,702,219,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-808/home/68666359,Charleston Trident MLS,18027775,32.8799355,-79.7804604
PAST SALE,February-28-2019,Condo/Co-op,1481 Center St #1406,Mount Pleasant,SC,29464,190000,1,1,Bay Club Sea Lofts,800,,1987,584,238,230,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-1406/home/108170741,Charleston Trident MLS,18033353,32.7912567,-79.8495286
PAST SALE,December-3-2018,Condo/Co-op,1013 Rosewood Ln,Mount Pleasant,SC,29464,167000,1,1,Southampton Pointe,767,,1999,671,218,257,Sold,http://www.redfin.com/SC/Mt-Pleasant/1013-Rosewood-Ln-29464/home/68596367,Charleston Trident MLS,18029941,32.822885,-79.846029
PAST SALE,March-28-2019,Condo/Co-op,2234 Chatelain Way,Mount Pleasant,SC,29464,195000,1,1,Southampton Pointe,866,,1999,556,225,257,Sold,http://www.redfin.com/SC/Mt-Pleasant/2234-Chatelain-Way-29464/unit-2234/home/101640387,Charleston Trident MLS,19004392,32.822885,-79.846029
PAST SALE,June-26-2019,Condo/Co-op,1324 Basildon Rd,Mount Pleasant,SC,29466,175000,1,1,Park West,844,,2006,466,207,213,Sold,http://www.redfin.com/SC/Mt-Pleasant/1324-Basildon-Rd-29466/unit-1324/home/68592804,Charleston Trident MLS,19009905,32.89272,-79.799174
PAST SALE,February-11-2020,Condo/Co-op,1300 Park West Blvd #721,Mount Pleasant,SC,29466,144000,1,1,Park West,777,,2000,236,185,225,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-721/home/108186291,Charleston Trident MLS,19029426,32.8799355,-79.7804604
PAST SALE,December-6-2018,Condo/Co-op,1300 Park West Blvd Apt Bnd #315,Mount Pleasant,SC,29466,127000,1,1,Park West,777,,2000,668,163,220,Sold,http://www.redfin.com/SC/Mt-Pleasant/1300-W-Park-Blvd-29466/unit-315/home/68907098,Charleston Trident MLS,18029220,32.8799355,-79.7804604
PAST SALE,,Condo/Co-op,1533 Rosewood Ln #1533,Mt Pleasant,SC,29464,163000,1,1,,866,,1999,,188,,,http://www.redfin.com/SC/Mt-Pleasant/1533-Rosewood-Ln-29464/unit-1533/home/108129486,,,32.822897,-79.846023
PAST SALE,March-11-2020,Condo/Co-op,2112 Chatelain Way,Mount Pleasant,SC,29464,205000,1,1,Southampton Pointe,770,,2000,207,266,292,Sold,http://www.redfin.com/SC/Mt-Pleasant/2112-Chatelain-Way-29464/unit-2112/home/68596774,Charleston Trident MLS,19033194,32.822885,-79.846029
PAST SALE,May-22-2020,Condo/Co-op,1600 Long Grove Dr #1612,Mount Pleasant,SC,29464,145000,1,1,Long Grove,786,,1999,135,184,322,Sold,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-1612/home/68891162,Charleston Trident MLS,20008591,32.818582,-79.8132249
PAST SALE,September-2-2020,Condo/Co-op,1517 Basildon Rd,Mount Pleasant,SC,29466,162000,1,1,Park West,844,,2006,32,192,215,Sold,http://www.redfin.com/SC/Mt-Pleasant/1517-Basildon-Rd-29466/unit-1517/home/68592793,Charleston Trident MLS,20012814,32.892426,-79.798265
PAST SALE,September-18-2020,Condo/Co-op,1308 Basildon Rd,Mount Pleasant,SC,29466,155000,1,1,Park West,844,,2006,16,184,213,Sold,http://www.redfin.com/SC/Mt-Pleasant/1308-Basildon-Rd-29466/unit-1308/home/68592791,Charleston Trident MLS,20020982,32.8928861,-79.7992339
PAST SALE,,Condo/Co-op,1924 Chatelain Way #1924,Mt Pleasant,SC,29464,172500,1,1,,767,,1999,,225,,,http://www.redfin.com/SC/Mt-Pleasant/1924-Chatelain-Way-29464/unit-1924/home/108170868,,,32.8228855,-79.8460234
PAST SALE,July-3-2020,Condo/Co-op,1524 Rosewood Ln,Mount Pleasant,SC,29464,190000,1,1,Southampton Pointe,767,,1999,93,248,293,Sold,http://www.redfin.com/SC/Mt-Pleasant/1524-Rosewood-Ln-29464/unit-1524/home/68893908,Charleston Trident MLS,20010492,32.822885,-79.846029
PAST SALE,July-14-2020,Condo/Co-op,1600 Long Grove Dr,Mount Pleasant,SC,29464,144500,1,1,Long Grove,786,,1999,82,184,198,Sold,http://www.redfin.com/SC/Mount-Pleasant/1600-Long-Grove-DR-29466/home/171637445,Charleston Trident MLS,20014962,32.8747038,-79.7960523
PAST SALE,August-19-2020,Condo/Co-op,2100 Belle Isle Ave Unit B2-102,Mount Pleasant,SC,29464,190000,1,1.5,One Belle Hall,894,,2006,46,213,,Sold,http://www.redfin.com/SC/Mt-Pleasant/2100-Belle-Isle-Ave-29464/unit-B2-102/home/68664699,Charleston Trident MLS,20005283,32.8386769,-79.853931
PAST SALE,April-10-2019,Condo/Co-op,1481 Center St #2003,Mount Pleasant,SC,29464,189999,1,1,Bay Club,800,,1987,543,237,,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-2003/home/87097866,Charleston Trident MLS,19001096,32.7912567,-79.8495286
PAST SALE,May-11-2020,Condo/Co-op,1481 Center St #1303,Mount Pleasant,SC,29464,200000,1,1,Bay Club Sea Lofts,800,,1987,146,250,300,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-1303/home/108076842,Charleston Trident MLS,20008570,32.7912567,-79.8495286
PAST SALE,December-16-2019,Condo/Co-op,1481 Center St #401,Mount Pleasant,SC,29464,200000,1,1,Bay Club Sea Lofts,800,,1987,293,250,249,Sold,http://www.redfin.com/SC/Mt-Pleasant/1481-Center-St-Ext-29464/unit-401/home/108167356,Charleston Trident MLS,19021770,32.7912567,-79.8495286
PAST SALE,,Condo/Co-op,269 Alexandra Dr #4,Mt Pleasant,SC,29464,170000,1,1,,825,,1986,,206,,,http://www.redfin.com/SC/Mt-Pleasant/269-Alexandra-Dr-29464/unit-4/home/108097015,,,32.8061898,-79.8968446
PAST SALE,,Condo/Co-op,717 Legends Club Dr,Mt Pleasant,SC,29466,145500,1,1,,836,,2000,,174,,,http://www.redfin.com/SC/Mt-Pleasant/717-Legends-Club-Dr-29466/home/108171254,,,32.876162,-79.767073
PAST SALE,February-15-2019,Condo/Co-op,1600 Long Grove Dr #1628,Mount Pleasant,SC,29464,142000,1,1,Long Grove,786,,1999,597,181,197,Sold,http://www.redfin.com/SC/Mt-Pleasant/1600-Long-Grove-Dr-29464/unit-1628/home/108036035,Charleston Trident MLS,18032799,32.818582,-79.8132249
PAST SALE,August-30-2019,Condo/Co-op,1316 Basildon Rd,Mount Pleasant,SC,29466,178000,1,1,Park West,844,,2006,401,211,253,Sold,http://www.redfin.com/SC/Mt-Pleasant/1316-Basildon-Rd-29466/unit-1316/home/68592790,Charleston Trident MLS,18031939,32.8928861,-79.7992339
